Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2017,2016-17,1,Waukesha,1376,Kettle Moraine,2017,380,365,15,275,,32,3,27,15,23,,101,,,7,,,5,,1,3,,4,,20,7,,1
2019,2018-19,6,Winnebago,6608,Winneconne Community,2019,122,121,1,101,,14,,7,9,3,,44,,,5,,,2,,,,,1,,1,2,,
2017,2016-17,4,Jackson,3428,Melrose-Mindoro,2017,57,53,4,30,,14,,,2,2,,8,,,1,,,,,,,,,,,,,
2018,2017-18,6,Winnebago,4179,Oshkosh Area,2018,726,656,70,435,,90,1,23,27,17,1,146,,1,9,,,8,,,3,6,9,1,8,5,,2
2021,2020-21,10,Chippewa,1204,Cornell,2021,31,29,2,13,,6,,,1,1,,3,,,,,,,,,,,,,,,,
2021,2020-21,1,Waukesha,6174,Waukesha,2021,1087,970,117,392,,78,4,35,9,50,,139,,,3,,,4,,1,2,2,2,4,31,5,,
2018,2017-18,7,Door,5130,Sevastopol,2018,37,35,2,36,,6,,3,5,2,,11,,,,,,,,,,1,2,,,2,,
2021,2020-21,5,Waupaca,6195,Waupaca,2021,140,132,8,58,,22,1,3,1,6,,14,,,1,,,1,,,,,,,4,,,
2017,2016-17,8,Oconto,2961,Lena,2017,22,22,,16,,3,,,2,,,7,,,,,,,,1,,,,,,,,
2021,2020-21,1,Milwaukee,6470,Whitnall,2021,204,196,8,126,,22,1,15,2,13,,56,,,,,,,,,1,2,1,,8,1,,
2019,2018-19,3,Lafayette,5362,Shullsburg,2019,41,40,1,12,,3,1,,,,,5,,,,,,1,,,,,2,,,,,
2019,2018-19,10,Chippewa,497,Bloomer,2019,101,96,5,60,,21,,1,1,4,,18,2,,2,,,1,,,,2,,,2,,,
2017,2016-17,10,Marathon,5467,Spencer,2017,55,55,,48,,17,,1,11,1,,8,,,,,,1,,,1,,,,4,,,
2021,2020-21,7,Manitowoc,3290,Manitowoc,2021,389,331,58,151,,28,1,7,2,10,,95,,,,,,1,,,,,,,1,,,
2017,2016-17,2,Dane,3549,Middleton-Cross Plains Area,2017,542,492,50,380,,60,2,9,30,37,,126,2,1,6,,,11,,7,4,6,3,,35,6,,1
2019,2018-19,9,Lincoln,3500,Merrill Area,2019,251,230,21,125,,31,,1,27,1,,33,,,2,,,1,,,1,,3,,2,4,,1
2017,2016-17,1,Milwaukee,3619,Milwaukee,2017,5464,3408,2056,1925,,598,28,154,74,51,,385,9,2,16,2,,10,,4,22,15,23,5,47,59,1,9
2019,2018-19,4,Monroe,3990,Norwalk-Ontario-Wilton,2019,47,41,6,33,,12,,,1,1,,5,,1,3,,,,,1,,,,,1,5,,
2020,2019-20,10,Rusk,2856,Ladysmith,2020,68,61,7,39,,7,,3,3,1,,13,,,,,,4,,,,,,,,1,,
2019,2018-19,8,Marinette,3311,Marinette,2019,176,163,13,88,,27,1,2,12,2,,13,1,2,2,,,,,,1,,3,,2,4,,
2018,2017-18,12,Bayfield,6027,Washburn,2018,52,48,4,42,,8,6,3,2,4,,4,1,1,1,,,,,,1,1,,,3,1,,
2021,2020-21,1,Milwaukee,8001,Seeds of Health Inc,2021,167,143,24,50,,20,1,16,,,,9,,,,,,,,,,,1,,,,,
2020,2019-20,3,Grant,4389,Platteville,2020,99,96,3,78,,20,1,2,3,3,,37,1,1,,,,1,,,,,,1,6,,,
2021,2020-21,5,Wood,203,Auburndale,2021,69,65,4,36,,3,,1,,4,,26,,,,,,,,,,,,,,,,
2019,2018-19,11,Polk,238,Unity,2019,63,59,4,41,,6,4,,2,4,,9,1,,3,,,1,,1,,,,,1,1,,
2019,2018-19,1,Ozaukee,1015,Cedarburg,2019,272,265,7,240,,11,,19,11,35,,100,,1,3,,,10,,3,7,4,1,1,21,2,,1
2021,2020-21,12,Sawyer,2478,Hayward Community,2021,138,120,18,61,,14,3,3,1,10,,18,,,,,,2,,,1,,,,4,,,
2021,2020-21,,,0,[Statewide],2021,65091,58433,6658,30578,2,7447,504,2436,466,3405,,12358,22,21,113,,3,139,,48,92,85,86,24,1881,144,,10
2019,2018-19,6,Fond du Lac,6216,Waupun,2019,140,130,10,100,,22,,9,10,3,,32,,,9,,,1,,,2,,2,,,3,,
2019,2018-19,3,Lafayette,364,Belmont Community,2019,32,32,,13,,4,1,,,1,,4,,,,,,,,,,1,,,2,,,
2021,2020-21,6,Green Lake,2310,Green Lake,2021,25,24,1,12,,2,,2,,1,,6,,,,,,,,,,,,,1,,,
2017,2016-17,5,Marquette,6335,Westfield,2017,85,77,8,38,,10,,2,3,1,,14,,,,,,,,,2,,2,,1,1,,
2020,2019-20,9,Lincoln,5754,Tomahawk,2020,100,92,8,60,,17,,1,4,5,,29,1,,,,,,,,,,,,2,,,
2020,2019-20,12,Ashland,3427,Mellen,2020,23,,23,11,,8,1,1,,,,,,,,,,,,,,,,,1,,,
2021,2020-21,11,Pierce,1666,Elmwood,2021,22,20,2,15,,5,,2,,,,7,,,,,,,,,,,,,,1,,
2020,2019-20,7,Door,5130,Sevastopol,2020,48,46,2,38,,5,,2,2,2,,15,,,,,,2,,2,1,,,,1,,,
2021,2020-21,5,Adams,14,Adams-Friendship Area,2021,109,100,9,30,,9,,2,,1,,15,,,,,,1,,,,,,,,,,
2019,2018-19,11,Washburn,5306,Shell Lake,2019,56,55,1,22,,6,1,,2,3,,4,,,1,,,,,,,,1,,3,,,
2021,2020-21,2,Jefferson,2730,Johnson Creek,2021,48,46,2,14,,4,,4,,,,6,,,,,,,,,,,,,,,,
2020,2019-20,11,Burnett,6293,Webster,2020,41,37,4,32,,7,4,,,4,,8,,,,,,3,,1,,1,,,2,,,
2020,2019-20,2,Jefferson,6125,Watertown Unified,2020,342,322,20,199,,47,2,15,8,12,,75,,,,,,2,,,2,2,1,,6,7,,
2019,2018-19,6,Waupaca,6384,Weyauwega-Fremont,2019,78,74,4,28,,10,,1,4,,,10,,,,,,,,,,,,,,,,1
2017,2016-17,9,Oneida,5733,Three Lakes,2017,39,35,4,27,,8,,1,2,,,5,1,,1,,,,,,,1,1,,1,2,,
2019,2018-19,4,Trempealeau,2009,Galesville-Ettrick-Trempealeau,2019,105,104,1,83,,24,1,4,4,8,,11,3,1,1,,,,,1,3,2,1,,5,4,,1
2018,2017-18,4,Monroe,5460,Sparta Area,2018,211,204,7,102,,26,2,,8,14,,19,1,1,2,,,1,,3,,,3,,,,,
2020,2019-20,6,Fond du Lac,4872,Ripon Area,2020,132,121,11,83,,15,,11,2,7,,32,,,1,,,2,,,1,,,,2,1,,
2019,2018-19,6,Fond du Lac,4956,Rosendale-Brandon,2019,73,71,2,40,,13,,5,1,1,,9,,,1,,,2,,,,,,,1,2,,
2019,2018-19,1,Milwaukee,2177,Nicolet UHS,2019,287,277,10,226,,23,,13,5,32,,72,1,2,6,,,3,,1,4,4,,,28,4,,2
2021,2020-21,8,Shawano,2415,Gresham,2021,14,14,,12,,5,,,,2,,3,,,,,,,,,,,,,1,,,
2019,2018-19,3,Crawford,5124,Seneca Area,2019,25,24,1,14,,6,,,2,,,1,,,,,,,,,,,,,1,,,
2018,2017-18,9,Lincoln,5754,Tomahawk,2018,113,107,6,70,,15,1,1,15,3,,24,,,2,,,1,,1,,,1,,,1,,
2018,2017-18,3,Grant,4904,River Ridge,2018,33,31,2,20,,2,2,,1,2,,6,,,1,,,,,,2,,,,1,,,
2020,2019-20,6,Fond du Lac,1862,Fond du Lac,2020,504,471,33,281,,36,1,19,8,40,,116,,,5,,,13,,1,3,2,1,,11,1,,1
2020,2019-20,1,Kenosha,2793,Kenosha,2020,1571,1432,139,933,,227,12,78,52,49,,286,4,,5,,,15,,5,6,11,9,1,59,9,,3
2018,2017-18,1,Milwaukee,1900,Franklin Public,2018,420,362,58,328,,37,1,24,32,14,,134,2,,9,,,3,,3,10,5,5,,14,10,,2
2018,2017-18,2,Jefferson,4221,Palmyra-Eagle Area,2018,88,82,6,37,,8,,2,2,1,,14,,,2,,,,,,1,,2,,1,,,
2021,2020-21,5,Portage,5607,Stevens Point Area Public,2021,495,448,47,268,,58,2,10,11,23,,134,,,,,,1,,,1,,1,,17,1,,
2020,2019-20,3,Lafayette,5362,Shullsburg,2020,28,28,,28,,10,,1,,,,15,,,,,,,,,,,,,2,,,
2018,2017-18,11,Barron,1260,Cumberland,2018,91,87,4,37,,4,,,6,2,,12,,,3,,,,,,,,2,,2,,,
2020,2019-20,7,Manitowoc,3290,Manitowoc,2020,345,293,52,182,,22,1,4,10,3,,108,,,,,,1,,,4,1,,,3,1,,1
2021,2020-21,1,Milwaukee,1253,Cudahy,2021,191,174,17,77,,30,1,6,2,5,,22,,,,,,2,,,,,,,,1,,
2019,2018-19,3,Grant,3850,Riverdale,2019,41,39,2,21,,4,,1,1,,,7,,,1,,,1,,,,,1,,1,1,,
2019,2018-19,9,Marathon,4970,D C Everest Area,2019,416,406,10,307,,57,,6,50,22,,104,2,,8,,,1,,1,1,1,3,,7,4,,
2021,2020-21,1,Washington,2058,Germantown,2021,339,328,11,232,,21,,23,5,34,,116,,,1,,,3,,2,,,,,16,3,,
2020,2019-20,8,Langlade,6440,White Lake,2020,10,10,,7,,4,,1,,,,2,,,,,,,,,,,,,,,,
2018,2017-18,12,Sawyer,6615,Winter,2018,15,12,3,8,,3,,,,1,,2,1,,,,,,,,,,,,,,,
2018,2017-18,10,Rusk,735,Bruce,2018,33,30,3,14,,7,,,,,,6,,,,,,,,,,,,,,,,
2019,2018-19,7,Door,5130,Sevastopol,2019,57,56,1,30,,9,,1,3,4,,9,,,,,,1,,,,,,,1,,,
2019,2018-19,5,Wood,4368,Pittsville,2019,46,44,2,34,,14,,1,3,1,,12,,,,,,,,,,,,,,,,
2020,2019-20,5,Sauk,6678,Wisconsin Dells,2020,117,111,6,47,,12,,3,1,5,,11,,1,1,,,3,,1,2,1,,,2,,,
2021,2020-21,2,Jefferson,2898,Lake Mills Area,2021,123,118,5,46,,14,2,3,,2,,20,,1,,,,,,,,,,,4,,,
2020,2019-20,3,Sauk,5523,River Valley,2020,109,107,2,55,,17,2,2,3,5,,19,,,1,,,,,,,,1,,2,,,
2017,2016-17,11,Burnett,2233,Grantsburg,2017,185,153,32,82,,17,7,1,3,8,,6,2,2,1,,,,,1,,,3,2,4,1,,2
2020,2019-20,8,Waupaca,3318,Marion,2020,25,24,1,12,,3,,1,3,,,5,,,,,,,,,,,,,,,,
2020,2019-20,3,Grant,609,Boscobel Area,2020,49,47,2,42,,20,1,,2,3,,10,,,,,,,,,,1,,,1,,,
2017,2016-17,5,Columbia,4865,Rio Community,2017,34,34,,20,,7,,1,3,1,,4,1,,,,,,,,1,,,,1,,,
2018,2017-18,7,Manitowoc,3290,Manitowoc,2018,403,334,69,224,,56,,12,33,8,,57,1,,6,,,2,,1,1,,1,,7,10,1,
2020,2019-20,5,Columbia,882,Cambria-Friesland,2020,35,,35,13,,3,,2,,1,,6,,,,,,,,,,,,,1,,,
2021,2020-21,8,Florence,1855,Florence County,2021,27,27,,18,,3,,3,,,,9,,,,,,,,1,,,,,1,,,
2019,2018-19,12,Bayfield,1491,Drummond Area,2019,27,27,,16,,5,1,,1,,,4,1,1,1,,,,,1,,1,,,,,,
2019,2018-19,4,Vernon,2541,Hillsboro,2019,42,39,3,23,,7,,1,2,,,10,,,1,,,,,,,,,,,2,,
2018,2017-18,11,Pierce,4578,Prescott,2018,101,94,7,68,,3,11,1,7,5,,24,1,1,2,,,4,,,1,1,,,3,,,
2020,2019-20,10,Buffalo,3668,Mondovi,2020,73,71,2,48,,22,,1,1,4,,8,,,1,,,1,,,1,,1,,,1,,
2019,2018-19,12,Sawyer,6615,Winter,2019,27,22,5,6,,2,,,,,,,,,2,,,,,,,,,,1,,,
2021,2020-21,6,Outagamie,147,Appleton Area,2021,1234,1051,183,441,,132,2,29,10,59,,134,,,6,,,,,1,1,1,2,,37,1,,
2017,2016-17,9,Marathon,1561,Edgar,2017,59,59,,38,,12,,2,3,1,,14,,,,,,1,,,,,1,,,1,,
2017,2016-17,4,Vernon,2863,La Farge,2017,17,17,,15,,4,,3,1,,,1,,,2,,,,,,,,,,1,2,,
2020,2019-20,8,Shawano,5740,Tigerton,2020,8,8,,10,,2,,1,2,,,4,,,,,,,,,,,,,,,,
2017,2016-17,8,Langlade,6440,White Lake,2017,10,10,,8,,2,,,2,,,3,,,,,,,,,,,,,,,,
2019,2018-19,7,Manitowoc,4760,Reedsville,2019,49,48,1,32,,9,,4,2,,,5,,,,,,1,,,,,,,,3,,
2020,2019-20,2,Dane,4144,Oregon,2020,275,259,16,218,,40,3,13,9,17,,99,,1,1,,,2,,4,1,,4,1,9,1,,
2020,2019-20,6,Dodge,336,Beaver Dam Unified,2020,290,254,36,129,,21,,9,1,14,,51,,,3,,,3,,,1,,,,3,2,,
2020,2019-20,11,Polk,1939,Frederic,2020,29,28,1,17,,5,,,,2,,6,,,,,,,,,,,,,2,,,
2017,2016-17,10,Rusk,2856,Ladysmith,2017,68,61,7,36,,8,1,1,3,4,,10,,1,,,,,,1,,,,,2,1,,
2019,2018-19,10,Trempealeau,1600,Eleva-Strum,2019,44,42,2,35,,14,,,2,,,9,,,1,,,2,,1,,1,,,,,,
2019,2018-19,6,Outagamie,147,Appleton Area,2019,1225,1068,157,830,,182,9,37,46,51,,249,1,3,76,,,8,,3,8,6,5,2,29,8,,1
2020,2019-20,8,Menominee,3434,Menominee Indian,2020,85,76,9,12,,,,4,1,3,,1,,,,,,,,,,1,,,,,,1
2021,2020-21,7,Kewaunee,3220,Luxemburg-Casco,2021,165,154,11,93,,32,,8,1,3,,44,,1,,,,,,,,,,,2,,,
2017,2016-17,10,Chippewa,1204,Cornell,2017,26,25,1,19,,5,1,1,2,,,4,,,1,,,,,,,,,,1,,,
2021,2020-21,2,Dane,350,Belleville,2021,78,75,3,29,,7,,3,,1,,16,,,,,,,,,,,,,2,,,
2021,2020-21,11,Polk,1939,Frederic,2021,34,32,2,19,,8,5,,,1,,4,,,,,,,,,,,,,,,,
2019,2018-19,3,Richland,2660,Ithaca,2019,34,34,,23,,3,,1,1,1,,5,2,,8,,,,,,,,1,,,,,
2018,2017-18,2,Dane,1316,De Forest Area,2018,269,254,15,181,,47,,9,17,7,,55,,,10,,,2,,2,4,1,4,,4,3,,3
2018,2017-18,6,Waupaca,3955,New London,2018,192,177,15,103,,28,2,3,7,8,,26,,,2,,,1,,,3,,1,,2,4,,
2021,2020-21,7,Sheboygan,5271,Sheboygan Area,2021,769,644,125,320,1,59,1,33,7,15,,169,,,1,,,,,,4,1,1,1,11,,,
2019,2018-19,11,Washburn,441,Birchwood,2019,22,19,3,11,,4,,,2,,,4,,,,,,,,,,,,,,,,
2018,2017-18,10,Chippewa,3920,New Auburn,2018,23,22,1,12,,4,1,,3,1,,,,,1,,,,,,,,,,,,,
2019,2018-19,10,Eau Claire,1554,Eau Claire Area,2019,787,654,133,573,,116,4,6,45,58,,162,3,3,15,,,15,,7,1,8,5,,37,2,,
2018,2017-18,8,Oconto,5670,Suring Public,2018,31,31,,21,,4,,,4,,,8,,,,,,2,,,,,1,,,,,
2020,2019-20,9,Marathon,3304,Marathon City,2020,62,57,5,38,,8,,,4,1,,21,,1,1,,,,,,,,,,,,,
2019,2018-19,7,Sheboygan,4641,Random Lake,2019,55,53,2,56,,15,,6,3,2,,11,,1,,,,1,,,,,,1,2,3,,1
2017,2016-17,2,Walworth,1540,East Troy Community,2017,146,142,4,80,,18,,5,10,2,,26,,,1,,,1,,1,1,1,,,2,1,,
2018,2017-18,5,Wood,203,Auburndale,2018,66,63,3,33,,12,,,4,,,13,,,,,,,,,2,,,,,,,
2019,2018-19,7,Brown,2289,Green Bay Area Public,2019,1407,1209,198,849,,232,1,42,61,30,,254,4,2,12,,,3,,8,10,5,6,,18,15,,1
2019,2018-19,7,Door,2114,Gibraltar Area,2019,44,39,5,37,,4,,4,1,2,,14,,,1,,,1,,,2,,,,2,4,,
2021,2020-21,5,Waushara,6475,Wild Rose,2021,34,34,,20,,6,2,3,,1,,7,,,,,,,,,,,,,1,,,
2017,2016-17,5,Columbia,4501,Portage Community,2017,202,185,17,7,,4,,,,,,1,,,,,,,,,,,,,,,,
2017,2016-17,6,Washington,6307,West Bend,2017,562,506,56,365,,94,2,31,53,9,,92,1,,2,,1,7,,2,1,,2,,7,14,,
2017,2016-17,11,Pierce,4893,River Falls,2017,242,232,10,181,,14,6,3,12,36,,51,1,1,7,1,,12,,1,,1,2,,19,,,
2021,2020-21,2,Dane,5621,Stoughton Area,2021,217,213,4,113,,25,2,9,,12,,55,,,,,,1,,,,,,,1,1,,
2018,2017-18,1,Ozaukee,4515,Port Washington-Saukville,2018,202,197,5,159,,19,2,17,14,9,,59,1,1,5,,,1,,,4,1,1,1,5,6,,
2020,2019-20,3,Lafayette,364,Belmont Community,2020,25,25,,27,,12,,1,,,,9,1,,1,,,,,,,,,,2,,,
2018,2017-18,1,Milwaukee,8127,Milwaukee Collegiate Academy,2018,57,48,9,33,,8,,1,1,5,,4,,,,,,,,,,,,,1,2,,
2017,2016-17,4,Juneau,6713,Wonewoc-Union Center,2017,24,22,2,12,,2,,1,1,1,,4,,,,,,,,,,,,,,1,,
2020,2019-20,7,Door,2114,Gibraltar Area,2020,44,42,2,27,,2,,8,1,4,,10,,,,,,,,,1,,,,,,,
2018,2017-18,6,Winnebago,3430,Menasha Joint,2018,260,243,17,124,,39,,2,8,2,,33,1,,6,,,1,,2,1,,1,,6,1,,
2019,2018-19,8,Menominee,3434,Menominee Indian,2019,79,58,21,24,,4,,4,,2,,2,,,,,,,,,,1,,,,1,,
2021,2020-21,3,Lafayette,427,Benton,2021,11,10,1,10,,2,,,,,,5,,,,,,,,,,,1,,2,,,
2018,2017-18,8,Marinette,1232,Crivitz,2018,44,41,3,32,,8,,1,5,1,,7,,,,,,,,,,,1,,,3,,
2020,2019-20,3,Lafayette,2240,Black Hawk,2020,24,23,1,18,,2,2,,1,,,6,1,,,,,2,,1,,,,,1,,,1
2021,2020-21,1,Milwaukee,8131,Escuela Verde,2021,33,20,13,7,,4,,,,,,,,,,,,,,,,,,,1,,,
2021,2020-21,4,Jackson,3428,Melrose-Mindoro,2021,53,52,1,29,,14,,,,3,,10,,,,,,,,,,,1,,,1,,
2019,2018-19,6,Outagamie,2583,Hortonville Area,2019,261,258,3,203,,37,,10,15,12,,72,2,,15,,,1,,1,3,2,1,,4,3,,
2018,2017-18,5,Dodge,4634,Randolph,2018,37,35,2,25,,8,,1,3,,,4,,,1,,,,,,1,,2,,2,1,,
2020,2019-20,4,Vernon,6321,Westby Area,2020,87,84,3,53,,15,1,2,6,5,,15,,,2,,,1,,,1,,,,1,3,,
2019,2018-19,3,Grant,1246,Cuba City,2019,65,63,2,41,,7,,,2,2,,21,,1,1,,,,,,,1,,,2,2,,
2021,2020-21,1,Milwaukee,2303,Greenfield,2021,272,250,22,152,,31,3,14,4,15,,72,,,1,,,,,,,,,,5,,,
2019,2018-19,2,Walworth,6482,Williams Bay,2019,49,49,,39,,2,,4,,4,,19,,1,,,,,,,2,,,,5,,,
2018,2017-18,2,Racine,777,Burlington Area,2018,261,237,24,195,,30,3,5,13,15,,68,,1,3,,,8,,,3,3,,1,6,6,,
2021,2020-21,5,Juneau,3360,Mauston,2021,153,148,5,23,,4,1,2,,3,,9,,,,,,,,,,,,,3,,,
2020,2019-20,2,Green,3682,Monroe,2020,189,181,8,111,,35,1,5,1,7,,40,1,,1,,,,,,2,1,1,,4,,,2
2020,2019-20,4,Vernon,1421,De Soto Area,2020,32,28,4,23,,7,,1,,1,,8,1,,,,,,,,,,,,,2,,
2017,2016-17,4,Vernon,6321,Westby Area,2017,82,81,1,57,,14,,2,6,4,,24,,,,,,,,,,,1,,2,2,,
2018,2017-18,12,Douglas,5397,Solon Springs,2018,17,16,1,12,,3,,,1,,,3,,,1,,,,,,,,,,,,,
2018,2017-18,7,Calumet,658,Brillion,2018,75,74,1,52,,15,,4,4,,,14,,,,,,,,1,,1,,,2,1,,
2021,2020-21,7,Manitowoc,5866,Valders Area,2021,73,65,8,34,,14,,3,,1,,12,,,,,,,,,,,,,2,1,,
2021,2020-21,1,Ozaukee,4515,Port Washington-Saukville,2021,182,175,7,108,,13,1,21,,16,,45,,,,,,1,,,,,1,,6,1,,
2021,2020-21,5,Portage,126,Tomorrow River,2021,93,89,4,42,,14,1,3,1,2,,17,,,1,,,,,,1,,,,1,1,,
2017,2016-17,6,Dodge,2625,Hustisford,2017,21,19,2,20,,5,,1,2,,,10,,,,,,,,,,,,,,,,
2018,2017-18,11,Polk,3213,Luck,2018,44,43,1,22,,4,3,,1,2,,4,,,,,,,,1,,1,,,,,,
2019,2018-19,8,Shawano,5740,Tigerton,2019,24,23,1,7,,2,,1,2,,,1,,,,,,,,,,,,,,1,,
2017,2016-17,3,Crawford,5124,Seneca Area,2017,19,18,1,6,,2,,,,,,3,,,,,,,,,,,,,,,,
2018,2017-18,6,Washington,2800,Kewaskum,2018,159,149,10,106,,18,,13,15,2,,23,1,,5,,,1,,,3,1,3,,2,7,,
2019,2018-19,2,Dane,1309,Deerfield Community,2019,50,45,5,31,,10,,2,3,2,,9,,,,,,,,,1,,,,1,,,
2019,2018-19,10,Clark,4207,Owen-Withee,2019,26,25,1,18,,15,,,1,,,1,,,,,,,,,,,,,,,,
2017,2016-17,3,Iowa,2527,Highland,2017,20,20,,9,,3,,,2,,,4,,,,,,,,,,,,,,,,
2017,2016-17,4,Vernon,2541,Hillsboro,2017,32,30,2,33,,6,,2,3,2,,13,,,,,,1,,1,,1,1,,1,1,,
2021,2020-21,10,Eau Claire,1729,Fall Creek,2021,61,59,2,34,,7,1,2,,4,,15,,,,,,,,,,,,,5,,,
2018,2017-18,11,Barron,903,Cameron,2018,75,66,9,42,,12,,,,1,,10,,,6,,,2,,,,,2,,,1,,
2020,2019-20,3,Crawford,5124,Seneca Area,2020,21,21,,18,,6,1,2,,,,7,,,,,,,,,,,,,,,,
2021,2020-21,11,Pierce,5586,Spring Valley,2021,48,47,1,42,,6,,1,,4,,24,,,,,,,,,,,,,1,,,
2021,2020-21,2,Rock,1568,Edgerton,2021,155,149,6,62,,13,,6,,2,,38,,,,,,,,,,,,,1,,,
2018,2017-18,2,Jefferson,2898,Lake Mills Area,2018,119,108,11,69,,18,,1,8,2,,23,1,,2,,,2,,,,1,1,,2,,,1
2019,2018-19,12,Washburn,3654,Northwood,2019,26,23,3,17,,6,,,,,,6,,,3,,,,,,,,,,,,,
2020,2019-20,9,Marathon,3787,Mosinee,2020,168,162,6,107,,31,1,,5,10,,46,,,1,,,,,,,2,,,5,,,
2017,2016-17,2,Walworth,6461,Whitewater Unified,2017,137,122,15,97,,20,,5,8,1,,42,,,1,,,1,,2,2,,,,5,,,1
2020,2019-20,3,Iowa,2527,Highland,2020,20,19,1,12,,4,,,1,1,,4,,,,,,,,,,,1,,1,,,
2019,2018-19,12,Douglas,5397,Solon Springs,2019,19,19,,9,,1,2,,,1,,2,1,,,,,,,,,,,,1,1,,
2017,2016-17,1,Milwaukee,2296,Greendale,2017,233,220,13,184,,30,,10,14,13,,82,,,5,,,1,,1,4,5,1,2,7,2,,
2018,2017-18,2,Dane,896,Cambridge,2018,60,58,2,47,,4,1,6,4,3,,15,,,1,,,,,1,1,1,,,1,2,,
2017,2016-17,1,Ozaukee,4515,Port Washington-Saukville,2017,224,218,6,160,,26,1,22,9,8,,58,1,,,,,,,2,3,2,1,1,2,5,,1
2021,2020-21,11,Burnett,2233,Grantsburg,2021,262,216,46,60,,12,6,2,1,11,,9,,,,,,,,,,,,,7,1,,1
2020,2019-20,6,Green Lake,3325,Markesan,2020,48,45,3,42,,5,,6,,7,,18,,,,,,,,,2,1,,,,,,
2018,2017-18,11,Polk,4165,Osceola,2018,142,142,,90,,8,7,2,6,12,,14,2,2,4,,,1,,6,,3,3,1,10,1,,1
2017,2016-17,5,Columbia,3150,Lodi,2017,105,101,4,105,,26,,4,11,6,,38,,,4,,,2,,,1,1,1,,1,1,,
2018,2017-18,9,Oneida,4781,Rhinelander,2018,203,195,8,114,,31,1,3,14,7,,29,1,,4,,,,,2,1,,,,1,3,,
2020,2019-20,7,Sheboygan,1631,Elkhart Lake-Glenbeulah,2020,34,34,,19,,6,,2,1,,,8,,,,,,,,,,,,,2,,,
2021,2020-21,10,Clark,5726,Thorp,2021,40,40,,30,,15,2,1,,1,,11,,,,,,,,,,,,,,,,
2018,2017-18,9,Marathon,1561,Edgar,2018,40,40,,39,,13,,1,4,2,,12,,,1,,,,,,,,,1,,1,,
2018,2017-18,7,Kewaunee,2814,Kewaunee,2018,79,76,3,49,,16,,7,4,,,11,,,,,,,,,2,,,,2,1,,
2018,2017-18,11,Saint Croix,2422,Saint Croix Central,2018,133,123,10,69,,4,,1,6,6,,20,,1,1,2,,3,,,,,3,,5,,,3
2020,2019-20,10,Taylor,2135,Gilman,2020,34,32,2,11,,3,,,2,,,3,,,,,,1,,,,,,,,,,
2020,2019-20,8,Forest,2940,Laona,2020,15,14,1,11,,4,1,,3,,,3,,,,,,,,,,,,,,,,
2017,2016-17,8,Oconto,2128,Gillett,2017,33,30,3,27,,8,,1,3,1,,11,,,,,,1,,,1,,,,,,,
2018,2017-18,7,Sheboygan,2605,Howards Grove,2018,72,69,3,56,,8,,10,5,,,21,,,2,,,,,,3,,,1,1,2,,
2019,2018-19,4,Trempealeau,2632,Independence,2019,33,31,2,24,,6,,,2,2,,7,,,1,,,2,,1,1,,,,,2,,
2019,2018-19,5,Wood,3906,Nekoosa,2019,97,86,11,55,,13,,3,8,2,,11,,,2,,,1,,,1,,,,2,,,
2019,2018-19,4,Jackson,3428,Melrose-Mindoro,2019,53,51,2,30,,9,1,1,,4,,7,1,,,,,,,2,,,,,1,1,,
2020,2019-20,5,Columbia,4228,Pardeeville Area,2020,46,45,1,32,,21,,,,2,,5,,,1,,,1,,,,,1,,1,,,
2021,2020-21,7,Manitowoc,4760,Reedsville,2021,39,39,,14,,9,,2,,1,,2,,,,,,,,,,,,,,,,
2020,2019-20,9,Taylor,4795,Rib Lake,2020,37,36,1,28,,9,,,1,2,,13,,,,,,,,,,,,,1,1,,
2020,2019-20,5,Wood,4368,Pittsville,2020,45,44,1,31,,10,,,5,2,,11,,,,,,,,,,,,,,1,,
2021,2020-21,6,Fond du Lac,6216,Waupun,2021,132,125,7,78,,16,,8,1,16,,31,,,,,,,,,,,,1,1,,,
2021,2020-21,11,Pierce,4459,Plum City,2021,20,19,1,10,,3,,,1,3,,3,,,,,,,,,,,,,,,,
2019,2018-19,6,Green Lake,2310,Green Lake,2019,23,22,1,18,,1,,1,1,1,,9,,,,,,,,1,1,,,,2,,,
2021,2020-21,1,Waukesha,3822,Mukwonago,2021,402,388,14,201,,43,,21,3,29,,80,,,,,,2,,1,1,1,1,,9,1,,
2019,2018-19,2,Rock,1694,Evansville Community,2019,125,120,5,81,,19,,7,11,2,,28,,,,,,,,1,,,1,,2,3,,
2019,2018-19,3,Crawford,2016,North Crawford,2019,42,38,4,21,,9,,,,,,8,,,,,,,,,,,,,,,,1
